	PC	ES1	EC	ES2	C	ES3
ppt_218130	0	0	0	0	171.0067013	0
ppt_146739	0	0	0	0	170.9913521	0
ppt_203258	0	0	0	0	170.8512132	0
ppt_239056	0	0	0	0	170.7940526	0
ppt_159378	0	0	0	0	170.3363567	0
ppt_204393	0	0	0	0	170.1093536	0
ppt_88241	0	0	0	0	169.8380551	0
ppt_88240	0	0	0	0	169.6859531	0
ppt_139224	0	0	0	0	169.3949145	0
ppt_151103	0	0	0	0	169.1634889	0
ppt_129323	0	0	0	0	168.8404099	0
ppt_139323	0	0	0	0	168.503674	0
ppt_119586	0	0	0	0	168.426502	0
ppt_192139	0	0	0	0	168.1092533	0
ppt_107947	0	0	0	0	168.0530396	0
ppt_115460	0	0	0	0	167.5967984	0
ppt_40561	0	0	0	0	167.3715965	0
ppt_249790	0	0	0	0	167.363202	0
ppt_223784	0	0	0	0	167.3596221	0
ppt_119137	0	0	0	0	167.3474524	0
ppt_254478	0	0	0	0	167.2599879	0
ppt_92492	0	0	0	0	167.0648655	0
ppt_47793	0	0	0	0	166.8516257	0
ppt_186166	0	0	0	0	166.803026	0
ppt_75282	0	0	0	0	166.7043177	0
ppt_202639	0	0	0	0	166.4001819	0
ppt_204692	0	0	0	0	166.3515878	0
ppt_237244	0	0	0	0	166.0427399	0
ppt_107546	0	0	0	0	165.8780748	0
ppt_130943	0	0	0	0	165.7340786	0
ppt_107545	0	0	0	0	165.3962566	0
ppt_93423	0	0	0	0	165.3188223	0
ppt_223783	0	0	0	0	165.2901285	0
ppt_56945	0	0	0	0	165.2100041	0
ppt_91715	0	0	0	0	164.9796706	0
ppt_119910	0	0	0	0	164.6862108	0
ppt_109560	0	0	0	0	164.377132	0
ppt_83487	0	0	0	0	164.2819201	0
ppt_187954	0	0	0	0	164.260876	0
ppt_220822	0	0	0	0	164.1538585	0
ppt_132714	0	0	0	0	164.027245	0
ppt_203256	0	0	0	0	163.998264	0
ppt_151395	0	0	0	0	163.3813618	0
ppt_35828	0	0	0	0	163.0799922	0
ppt_217489	0	0	0	0	162.9753936	0
ppt_59073	0	0	0	0	162.8818927	0
ppt_158830	0	0	0	0	162.8470776	0
ppt_37127	0	0	0	0	162.8109846	0
ppt_91473	0	0	0	0	162.4013788	0
ppt_223066	0	0	0	0	162.1954473	0
ppt_152697	0	0	0	0	161.8707251	0
ppt_189980	0	0	0	0	161.8014533	0
ppt_241840	0	0	0	0	161.7588885	0
ppt_142530	0	0	0	0	161.7374518	0
ppt_200172	0	0	0	0	161.6274712	0
ppt_37133	0	0	0	0	161.3548984	0
ppt_53400	0	0	0	0	161.2076934	0
ppt_124315	0	0	0	0	161.1351266	0
ppt_49226	0	0	0	0	161.1095568	0
ppt_218867	0	0	0	0	161.0947111	0
ppt_236643	0	0	0	0	160.9582445	0
ppt_82032	0	0	0	0	160.8891183	0
ppt_186143	0	0	0	0	160.8604457	0
ppt_223069	0	0	0	0	160.6607333	0
ppt_223627	0	0	0	0	160.4793844	0
ppt_145745	0	0	0	0	160.4646215	0
ppt_84658	0	0	0	0	160.4529829	0
ppt_70013	0	0	0	0	160.0167935	0
ppt_160378	0	0	0	0	159.8078335	0
ppt_146738	0	0	0	0	159.2653069	0
ppt_254849	0	0	0	0	159.2605421	0
ppt_141615	0	0	0	0	159.1014198	0
ppt_110679	0	0	0	0	158.9809961	0
ppt_140971	0	0	0	0	158.9726662	0
ppt_110681	0	0	0	0	158.9392076	0
ppt_42858	0	0	0	0	158.9234319	0
ppt_120520	0	0	0	0	158.8731413	0
ppt_158950	0	0	0	0	158.6980804	0
ppt_102475	0	0	0	0	158.6535513	0
ppt_168045	0	0	0	0	158.5788053	0
ppt_130942	0	0	0	0	158.4484029	0
ppt_225573	0	0	0	0	158.0733692	0
ppt_140188	0	0	0	0	157.6581232	0
ppt_114743	0	0	0	0	157.3648589	0
ppt_80158	0	0	0	0	157.2116201	0
ppt_152360	0	0	0	0	157.2077617	0
ppt_87837	0	0	0	0	157.1188316	0
ppt_190463	0	0	0	0	157.0867531	0
ppt_218830	0	0	0	0	156.8500401	0
ppt_206832	0	0	0	0	156.607905	0
ppt_212361	0	0	0	0	156.4348371	0
ppt_183238	0	0	0	0	156.3967455	0
ppt_133607	0	0	0	0	156.3884389	0
ppt_187111	0	0	0	0	156.0632266	0
ppt_53098	0	0	0	0	156.0533535	0
ppt_76764	0	0	0	0	156.0197553	0
ppt_140970	0	0	0	0	155.6010957	0
ppt_220807	0	0	0	0	155.5881111	0
ppt_220765	0	0	0	0	155.5706348	0
ppt_93633	0	0	0	0	155.54796	0
ppt_82393	0	0	0	0	155.4456269	0
ppt_127848	0	0	0	0	154.9773461	0
ppt_91818	0	0	0	0	154.6565224	0
ppt_225017	0	0	0	0	154.6319073	0
ppt_141086	0	0	0	0	154.4668034	0
ppt_161263	0	0	0	0	154.3694856	0
ppt_182573	0	0	0	0	154.2782783	0
ppt_167071	0	0	0	0	154.2168851	0
ppt_53459	0	0	0	0	154.082081	0
ppt_48930	0	0	0	0	154.0219312	0
ppt_224459	0	0	0	0	153.8917385	0
ppt_82443	0	0	0	0	153.6539045	0
ppt_38661	0	0	0	0	153.6151376	0
ppt_248472	0	0	0	0	153.5655984	0
ppt_214922	0	0	0	0	153.5617976	0
ppt_196481	0	0	0	0	153.5426335	0
ppt_48883	0	0	0	0	153.3440416	0
ppt_118666	0	0	0	0	153.0433463	0
ppt_221029	0	0	0	0	152.8837648	0
ppt_221030	0	0	0	0	152.8643747	0
ppt_187952	0	0	0	0	152.828657	0
ppt_74562	0	0	0	0	152.7724095	0
ppt_254550	0	0	0	0	152.7161966	0
ppt_237782	0	0	0	0	152.6678591	0
ppt_42325	0	0	0	0	152.2139547	0
ppt_202001	0	0	0	0	152.0407603	0
ppt_68613	0	0	0	0	151.9785345	0
ppt_160143	0	0	0	0	151.7591762	0
ppt_193933	0	0	0	0	151.6874903	0
ppt_217671	0	0	0	0	151.4781992	0
ppt_173801	0	0	0	0	151.4546473	0
ppt_110685	0	0	0	0	151.3836378	0
ppt_118664	0	0	0	0	151.302542	0
ppt_171470	0	0	0	0	151.2674014	0
ppt_85101	0	0	0	0	151.1382646	0
ppt_206629	0	0	0	0	151.0945838	0
ppt_141747	0	0	0	0	151.0683795	0
ppt_216860	0	0	0	0	150.9672838	0
ppt_43016	0	0	0	0	150.6984246	0
ppt_234136	0	0	0	0	150.6766468	0
ppt_75087	0	0	0	0	150.6331829	0
ppt_251966	0	0	0	0	150.6028771	0
ppt_126790	0	0	0	0	150.5386895	0
ppt_76689	0	0	0	0	150.3939247	0
ppt_129309	0	0	0	0	150.3561444	0
ppt_51230	0	0	0	0	150.131282	0
ppt_251742	0	0	0	0	149.903489	0
ppt_71247	0	0	0	0	149.8349009	0
ppt_110684	0	0	0	0	149.8359635	0
ppt_68617	0	0	0	0	149.6946304	0
ppt_187668	0	0	0	0	149.6689422	0
ppt_53402	0	0	0	0	149.6210186	0
ppt_121631	0	0	0	0	149.6056076	0
ppt_205243	0	0	0	0	149.5608798	0
ppt_161805	0	0	0	0	149.3516662	0
ppt_234137	0	0	0	0	149.2740597	0
ppt_133512	0	0	0	0	149.1255453	0
ppt_86399	0	0	0	0	149.0053176	0
ppt_53391	0	0	0	0	148.909164	0
ppt_50331	0	0	0	0	148.7779041	0
ppt_117779	0	0	0	0	148.7407918	0
ppt_153334	0	0	0	0	148.7037455	0
ppt_147980	0	0	0	0	148.4766222	0
ppt_118665	0	0	0	0	148.4310325	0
ppt_252441	0	0	0	0	148.4176193	0
ppt_228592	0	0	0	0	148.3178876	0
ppt_166619	0	0	0	0	148.177699	0
ppt_239406	0	0	0	0	148.1385294	0
ppt_233157	0	0	0	0	148.0627177	0
ppt_214997	0	0	0	0	147.9767297	0
ppt_163005	0	0	0	0	147.7032315	0
ppt_68618	0	0	0	0	147.4850603	0
ppt_97469	0	0	0	0	147.3607108	0
ppt_131812	0	0	0	0	147.3373569	0
ppt_170834	0	0	0	0	147.1987477	0
ppt_68619	0	0	0	0	147.1333731	0
ppt_132217	0	0	0	0	147.0772551	0
ppt_81195	0	0	0	0	146.9488207	0
ppt_37046	0	0	0	0	146.9459056	0
ppt_135543	0	0	0	0	146.8818656	0
ppt_192935	0	0	0	0	146.7491008	0
ppt_102161	0	0	0	0	146.6321576	0
ppt_250675	0	0	0	0	146.5320653	0
ppt_47732	0	0	0	0	146.2243444	0
ppt_167304	0	0	0	0	146.1719948	0
ppt_88269	0	0	0	0	145.9680105	0
ppt_241859	0	0	0	0	145.908185	0
ppt_81475	0	0	0	0	145.6122934	0
ppt_198526	0	0	0	0	145.5797621	0
ppt_159591	0	0	0	0	145.5520372	0
ppt_110417	0	0	0	0	145.2009623	0
ppt_165353	0	0	0	0	145.1929339	0
ppt_132305	0	0	0	0	145.0555944	0
ppt_208454	0	0	0	0	145.04208	0
ppt_159085	0	0	0	0	145.0099723	0
ppt_41487	0	0	0	0	144.7685336	0
ppt_81356	0	0	0	0	144.7246918	0
ppt_45637	0	0	0	0	144.6121605	0
ppt_145461	0	0	0	0	144.4835795	0
ppt_48571	0	0	0	0	144.1413646	0
ppt_233155	0	0	0	0	144.1041669	0
ppt_149119	0	0	0	0	144.0595605	0
ppt_81219	0	0	0	0	144.0404285	0
ppt_74311	0	0	0	0	143.9049257	0
ppt_205439	0	0	0	0	143.6803667	0
ppt_113331	0	0	0	0	143.3131649	0
ppt_157819	0	0	0	0	143.2347442	0
ppt_97132	0	0	0	0	143.220001	0
ppt_126934	0	0	0	0	143.0709295	0
ppt_121647	0	0	0	0	143.0357329	0
ppt_223072	0	0	0	0	143.0245835	0
ppt_157717	0	0	0	0	142.9118939	0
ppt_254850	0	0	0	0	142.7763888	0
ppt_120861	0	0	0	0	142.6025829	0
ppt_238345	0	0	0	0	142.4737193	0
ppt_97124	0	0	0	0	142.2473617	0
ppt_275333	0	0	0	0	141.6074697	0
ppt_190156	0	0	0	0	141.2759756	0
ppt_81881	0	0	0	0	140.9242405	0
ppt_225138	0	0	0	0	140.899166	0
ppt_70860	0	0	0	0	140.890168	0
ppt_119769	0	0	0	0	140.8853478	0
ppt_157964	0	0	0	0	140.8475336	0
ppt_45862	0	0	0	0	140.8382744	0
ppt_35823	0	0	0	0	140.6852413	0
ppt_202248	0	0	0	0	140.6088919	0
ppt_66072	0	0	0	0	140.5731779	0
ppt_202079	0	0	0	0	140.4906759	0
ppt_180324	0	0	0	0	140.4372403	0
ppt_45857	0	0	0	0	140.0376038	0
ppt_138155	0	0	0	0	140.0096338	0
ppt_157821	0	0	0	0	139.7487115	0
ppt_246578	0	0	0	0	139.6612254	0
ppt_48931	0	0	0	0	139.5961026	0
ppt_65702	0	0	0	0	139.5470177	0
ppt_179200	0	0	0	0	139.5432589	0
ppt_65704	0	0	0	0	139.4557998	0
ppt_7044	0	0	0	0	139.4295732	0
ppt_126887	0	0	0	0	139.3116593	0
ppt_167290	0	0	0	0	139.260492	0
ppt_222724	0	0	0	0	139.1626627	0
ppt_191745	0	0	0	0	139.061778	0
ppt_136786	0	0	0	0	138.9809169	0
ppt_77186	0	0	0	0	138.9624158	0
ppt_214768	0	0	0	0	138.6974596	0
ppt_70861	0	0	0	0	138.6933372	0
ppt_152393	0	0	0	0	138.6139134	0
ppt_169761	0	0	0	0	138.1718301	0
ppt_75287	0	0	0	0	138.146524	0
ppt_287195	0	0	0	0	137.9611492	0
ppt_205307	0	0	0	0	137.7601815	0
ppt_252732	0	0	0	0	137.7323688	0
ppt_283301	0	0	0	0	137.6587417	0
ppt_142597	0	0	0	0	137.5358529	0
ppt_155056	0	0	0	0	137.462008	0
ppt_276500	0	0	0	0	137.4188096	0
ppt_37485	0	0	0	0	137.2999877	0
ppt_92227	0	0	0	0	137.2556956	0
ppt_266006	0	0	0	0	137.1827368	0
ppt_179380	0	0	0	0	137.1461966	0
ppt_75289	0	0	0	0	137.1239216	0
ppt_256932	0	0	0	0	137.120647	0
ppt_142800	0	0	0	0	136.9620606	0
ppt_104384	0	0	0	0	136.7569808	0
ppt_179139	0	0	0	0	136.7041128	0
ppt_72334	0	0	0	0	136.5728151	0
ppt_177732	0	0	0	0	136.4823893	0
ppt_120719	0	0	0	0	136.3604199	0
ppt_43032	0	0	0	0	136.1393467	0
ppt_120282	0	0	0	0	136.0846626	0
ppt_58811	0	0	0	0	136.0046721	0
ppt_167303	0	0	0	0	136.0056049	0
ppt_113818	0	0	0	0	136.0023913	0
ppt_73956	0	0	0	0	135.9646772	0
ppt_93505	0	0	0	0	135.7430767	0
ppt_201798	0	0	0	0	135.718314	0
ppt_183245	0	0	0	0	135.6837159	0
ppt_251298	0	0	0	0	135.5903595	0
ppt_220809	0	0	0	0	135.5847551	0
ppt_75277	0	0	0	0	135.2716886	0
ppt_171627	0	0	0	0	135.1351287	0
ppt_37854	0	0	0	0	135.0249586	0
ppt_64082	0	0	0	0	134.9923938	0
ppt_235535	0	0	0	0	134.9315362	0
ppt_117780	0	0	0	0	134.8675468	0
ppt_66840	0	0	0	0	134.8102184	0
ppt_75283	0	0	0	0	134.8042921	0
ppt_49809	0	0	0	0	134.7970417	0
ppt_244816	0	0	0	0	134.6925267	0
ppt_76296	0	0	0	0	134.0098119	0
ppt_71718	0	0	0	0	133.9783574	0
ppt_195235	0	0	0	0	133.9778193	0
ppt_239564	0	0	0	0	133.9492026	0
ppt_102326	0	0	0	0	133.878123	0
ppt_81871	0	0	0	0	133.8182295	0
ppt_70435	0	0	0	0	133.7194173	0
ppt_167289	0	0	0	0	133.7035606	0
ppt_48928	0	0	0	0	133.6584727	0
ppt_252199	0	0	0	0	133.5591552	0
ppt_152081	0	0	0	0	133.5022457	0
ppt_242327	0	0	0	0	133.196125	0
ppt_79437	0	0	0	0	132.9531026	0
ppt_57677	0	0	0	0	132.9410518	0
ppt_163744	0	0	0	0	132.7009113	0
ppt_160142	0	0	0	0	132.6773795	0
ppt_124295	0	0	0	0	132.6298673	0
ppt_207258	0	0	0	0	132.5464132	0
ppt_160146	0	0	0	0	132.4871581	0
ppt_124918	0	0	0	0	132.4490894	0
ppt_148792	0	0	0	0	132.239901	0
ppt_173862	0	0	0	0	132.1757636	0
ppt_116199	0	0	0	0	132.1142287	0
ppt_238342	0	0	0	0	132.0926029	0
ppt_68582	0	0	0	0	132.0636821	0
ppt_239657	0	0	0	0	132.0114914	0
ppt_181502	0	0	0	0	131.8304377	0
ppt_176972	0	0	0	0	131.7990337	0
ppt_265314	0	0	0	0	131.7382195	0
ppt_204901	0	0	0	0	131.7222616	0
ppt_235536	0	0	0	0	131.6636354	0
ppt_251935	0	0	0	0	131.6102577	0
ppt_119021	0	0	0	0	131.5281931	0
ppt_238344	0	0	0	0	131.4076288	0
ppt_161812	0	0	0	0	131.3186234	0
ppt_193945	0	0	0	0	131.0039397	0
ppt_126674	0	0	0	0	130.9342083	0
ppt_74328	0	0	0	0	130.7065472	0
ppt_49225	0	0	0	0	130.6755427	0
ppt_50069	0	0	0	0	130.6577046	0
ppt_57679	0	0	0	0	130.6222093	0
ppt_132218	0	0	0	0	130.6078544	0
ppt_174379	0	0	0	0	130.5784385	0
ppt_120717	0	0	0	0	130.5580609	0
ppt_116299	0	0	0	0	130.5325819	0
ppt_85008	0	0	0	0	130.5146424	0
ppt_99336	0	0	0	0	130.4483766	0
ppt_121791	0	0	0	0	130.4154665	0
ppt_64081	0	0	0	0	130.3211698	0
ppt_256608	0	0	0	0	130.2409966	0
ppt_83146	0	0	0	0	130.2214054	0
ppt_144436	0	0	0	0	130.2101841	0
ppt_174998	0	0	0	0	129.7890844	0
ppt_50990	0	0	0	0	129.7118998	0
ppt_223036	0	0	0	0	129.6386613	0
ppt_241963	0	0	0	0	129.5880401	0
ppt_78990	0	0	0	0	129.4861867	0
ppt_79790	0	0	0	0	129.3969395	0
ppt_266007	0	0	0	0	129.1959558	0
ppt_230618	0	0	0	0	129.0730713	0
ppt_252594	0	0	0	0	129.0155265	0
ppt_132235	0	0	0	0	129.0038032	0
ppt_117776	0	0	0	0	128.9775016	0
ppt_120859	0	0	0	0	128.9581993	0
ppt_226052	0	0	0	0	128.9118547	0
ppt_220828	0	0	0	0	128.8923318	0
ppt_243236	0	0	0	0	128.8766782	0
ppt_38725	0	0	0	0	128.8684012	0
ppt_119020	0	0	0	0	128.8417794	0
ppt_203212	0	0	0	0	128.7062026	0
ppt_79348	0	0	0	0	128.6969677	0
ppt_48074	0	0	0	0	128.6716528	0
ppt_163698	0	0	0	0	128.6670674	0
ppt_128956	0	0	0	0	128.5877907	0
ppt_74442	0	0	0	0	128.5785523	0
ppt_194924	0	0	0	0	128.5208179	0
ppt_202082	0	0	0	0	128.4675418	0
ppt_155057	0	0	0	0	128.4063205	0
ppt_71962	0	0	0	0	128.4056338	0
ppt_271535	0	0	0	0	128.4015571	0
ppt_86228	0	0	0	0	128.3268635	0
ppt_90486	0	0	0	0	128.3034871	0
ppt_65950	0	0	0	0	128.2621968	0
ppt_116979	0	0	0	0	128.1956063	0
ppt_139605	0	0	0	0	128.0651058	0
ppt_112096	0	0	0	0	128.0101911	0
ppt_112097	0	0	0	0	127.8793085	0
ppt_145210	0	0	0	0	127.7659356	0
ppt_162034	0	0	0	0	127.7662238	0
ppt_55669	0	0	0	0	127.7544644	0
ppt_251933	0	0	0	0	127.7284636	0
ppt_255509	0	0	0	0	127.6995808	0
ppt_201893	0	0	0	0	127.683029	0
ppt_90963	0	0	0	0	127.6559573	0
ppt_196313	0	0	0	0	127.5971861	0
ppt_84190	0	0	0	0	127.5784595	0
ppt_48572	0	0	0	0	127.434409	0
ppt_73913	0	0	0	0	127.3813857	0
ppt_169655	0	0	0	0	127.3016253	0
ppt_223785	0	0	0	0	127.2325225	0
ppt_101288	0	0	0	0	127.2329357	0
ppt_96402	0	0	0	0	126.7504894	0
ppt_62211	0	0	0	0	126.6105575	0
ppt_156437	0	0	0	0	126.4227536	0
ppt_37483	0	0	0	0	126.099676	0
ppt_55668	0	0	0	0	126.0984312	0
ppt_77652	0	0	0	0	126.0688169	0
ppt_76176	0	0	0	0	126.0523652	0
ppt_128666	0	0	0	0	126.0437287	0
ppt_202078	0	0	0	0	125.9354431	0
ppt_177729	0	0	0	0	125.9086963	0
ppt_163002	0	0	0	0	125.8902364	0
ppt_156438	0	0	0	0	125.7913517	0
ppt_169763	0	0	0	0	125.7094793	0
ppt_260701	0	0	0	0	125.7013722	0
ppt_96403	0	0	0	0	125.6807451	0
ppt_149347	0	0	0	0	125.5982172	0
ppt_73815	0	0	0	0	125.5350312	0
ppt_225644	0	0	0	0	125.3399148	0
ppt_66926	0	0	0	0	125.2815803	0
ppt_123960	0	0	0	0	125.2499129	0
ppt_255973	0	0	0	0	125.2320511	0
ppt_176973	0	0	0	0	125.2101537	0
ppt_171789	0	0	0	0	125.1860103	0
ppt_226300	0	0	0	0	125.1527212	0
ppt_215346	0	0	0	0	125.1471997	0
ppt_53398	0	0	0	0	124.9337856	0
ppt_255281	0	0	0	0	124.7889191	0
ppt_229509	0	0	0	0	124.7778657	0
ppt_163001	0	0	0	0	124.7388013	0
ppt_214646	0	0	0	0	124.6586592	0
ppt_70225	0	0	0	0	124.6029932	0
ppt_89061	0	0	0	0	124.5487466	0
ppt_76172	0	0	0	0	124.5106808	0
ppt_228146	0	0	0	0	124.5032096	0
ppt_163146	0	0	0	0	124.3876305	0
ppt_159374	0	0	0	0	124.3411286	0
ppt_218587	0	0	0	0	124.3353212	0
ppt_251740	0	0	0	0	124.0725464	0
ppt_178066	0	0	0	0	123.9771006	0
ppt_51229	0	0	0	0	123.9743972	0
ppt_122215	0	0	0	0	123.9631675	0
ppt_153211	0	0	0	0	123.9063702	0
ppt_215291	0	0	0	0	123.8242407	0
ppt_188871	0	0	0	0	123.7649215	0
ppt_203057	0	0	0	0	123.7458521	0
ppt_220827	0	0	0	0	123.7346217	0
ppt_150829	0	0	0	0	123.6284277	0
ppt_69610	0	0	0	0	123.5956909	0
ppt_250689	0	0	0	0	123.5710598	0
ppt_247385	0	0	0	0	123.5652928	0
ppt_253412	0	0	0	0	123.5606907	0
ppt_224710	0	0	0	0	123.4980221	0
ppt_66847	0	0	0	0	123.4656959	0
ppt_93277	0	0	0	0	123.461868	0
ppt_191851	0	0	0	0	123.3903691	0
ppt_254263	0	0	0	0	123.3188088	0
ppt_251297	0	0	0	0	123.2811903	0
ppt_202080	0	0	0	0	123.2698661	0
ppt_202005	0	0	0	0	123.2205341	0
ppt_239929	0	0	0	0	123.1525707	0
ppt_146523	0	0	0	0	123.1493528	0
ppt_175318	0	0	0	0	123.1458892	0
ppt_162073	0	0	0	0	123.1394735	0
ppt_60682	0	0	0	0	123.0204336	0
ppt_179379	0	0	0	0	122.8719742	0
ppt_40509	0	0	0	0	122.8316056	0
ppt_146529	0	0	0	0	122.7832109	0
ppt_127292	0	0	0	0	122.7731409	0
ppt_70857	0	0	0	0	122.6903948	0
ppt_205306	0	0	0	0	122.5086998	0
ppt_120716	0	0	0	0	122.4555979	0
ppt_244845	0	0	0	0	122.3905638	0
ppt_120718	0	0	0	0	122.3162975	0
ppt_159420	0	0	0	0	122.2380599	0
ppt_120516	0	0	0	0	122.1962201	0
ppt_86107	0	0	0	0	122.1521161	0
ppt_68530	0	0	0	0	121.9568207	0
ppt_113935	0	0	0	0	121.9464568	0
ppt_70725	0	0	0	0	121.8899691	0
ppt_175330	0	0	0	0	121.843857	0
ppt_82094	0	0	0	0	121.742027	0
ppt_126765	0	0	0	0	121.697666	0
ppt_229506	0	0	0	0	121.6340375	0
ppt_110686	0	0	0	0	121.6144878	0
ppt_229505	0	0	0	0	121.5444324	0
ppt_241903	0	0	0	0	121.4764508	0
ppt_45639	0	0	0	0	121.3899875	0
ppt_166548	0	0	0	0	121.370364	0
ppt_177024	0	0	0	0	121.3381165	0
ppt_244842	0	0	0	0	121.3276872	0
ppt_92226	0	0	0	0	121.0325517	0
ppt_56491	0	0	0	0	120.8406375	0
ppt_79281	0	0	0	0	120.7877112	0
ppt_131106	0	0	0	0	120.7260635	0
ppt_48959	0	0	0	0	120.6724649	0
ppt_208939	0	0	0	0	120.6638722	0
ppt_222218	0	0	0	0	120.6145202	0
ppt_214978	0	0	0	0	120.588136	0
ppt_164895	0	0	0	0	120.5876048	0
ppt_159481	0	0	0	0	120.4309455	0
ppt_205308	0	0	0	0	120.3791226	0
ppt_251739	0	0	0	0	120.3462417	0
ppt_241611	0	0	0	0	120.1973953	0
ppt_177659	0	0	0	0	120.0455269	0
ppt_47871	0	0	0	0	120.0264207	0
ppt_206835	0	0	0	0	120.0063978	0
ppt_115992	0	0	0	0	119.9807901	0
ppt_91706	0	0	0	0	119.8684985	0
ppt_104060	0	0	0	0	119.8118616	0
ppt_251977	0	0	0	0	119.7324975	0
ppt_73918	0	0	0	0	119.7087658	0
ppt_147231	0	0	0	0	119.5699945	0
ppt_216103	0	0	0	0	119.5597555	0
ppt_136926	0	0	0	0	119.5031546	0
ppt_144615	0	0	0	0	119.5011576	0
ppt_110675	0	0	0	0	119.5005695	0
ppt_206920	0	0	0	0	119.4391861	0
ppt_121542	0	0	0	0	119.3870473	0
ppt_250456	0	0	0	0	119.2353364	0
ppt_171471	0	0	0	0	119.225701	0
ppt_58735	0	0	0	0	119.1860312	0
ppt_195872	0	0	0	0	119.1772899	0
ppt_210297	0	0	0	0	119.0487521	0
ppt_171472	0	0	0	0	118.9801402	0
ppt_250455	0	0	0	0	118.9535575	0
ppt_78066	0	0	0	0	118.9247796	0
ppt_131113	0	0	0	0	118.88444	0
ppt_168385	0	0	0	0	118.7816925	0
ppt_72387	0	0	0	0	118.7142956	0
ppt_113933	0	0	0	0	118.5839002	0
ppt_198553	0	0	0	0	118.5732728	0
ppt_133832	0	0	0	0	118.5096867	0
ppt_198527	0	0	0	0	118.502574	0
ppt_25685	0	0	0	0	118.4858442	0
ppt_69611	0	0	0	0	118.4629371	0
ppt_59004	0	0	0	0	118.4391071	0
ppt_234461	0	0	0	0	118.2223585	0
ppt_65951	0	0	0	0	118.1636081	0
ppt_73444	0	0	0	0	118.1441627	0
ppt_254140	0	0	0	0	118.1009353	0
ppt_147230	0	0	0	0	118.0577942	0
ppt_253584	0	0	0	0	117.991619	0
ppt_126788	0	0	0	0	117.7317633	0
ppt_68177	0	0	0	0	117.705506	0
ppt_199884	0	0	0	0	117.6963036	0
ppt_69613	0	0	0	0	117.6803971	0
ppt_116379	0	0	0	0	117.6059492	0
ppt_89068	0	0	0	0	117.5573589	0
ppt_166901	0	0	0	0	117.5489793	0
ppt_112685	0	0	0	0	117.5334537	0
ppt_120383	0	0	0	0	117.4198663	0
ppt_252592	0	0	0	0	117.2789739	0
ppt_78769	0	0	0	0	117.2721756	0
ppt_233156	0	0	0	0	117.2540758	0
ppt_74560	0	0	0	0	117.1574181	0
ppt_60331	0	0	0	0	117.1495675	0
ppt_192190	0	0	0	0	117.1334075	0
ppt_79349	0	0	0	0	117.1157628	0
ppt_164894	0	0	0	0	116.9442019	0
ppt_71213	0	0	0	0	116.8420603	0
ppt_239930	0	0	0	0	116.8274944	0
ppt_253406	0	0	0	0	116.7903965	0
ppt_160148	0	0	0	0	116.7668921	0
ppt_165355	0	0	0	0	116.7433032	0
ppt_88149	0	0	0	0	116.7392045	0
ppt_182580	0	0	0	0	116.5778701	0
ppt_133263	0	0	0	0	116.5254132	0
ppt_62841	0	0	0	0	116.4361007	0
ppt_62845	0	0	0	0	116.3030784	0
ppt_152527	0	0	0	0	116.2987701	0
ppt_163000	0	0	0	0	116.2556446	0
ppt_63381	0	0	0	0	116.2421372	0
ppt_132136	0	0	0	0	116.1768239	0
ppt_47794	0	0	0	0	116.1623881	0
ppt_183241	0	0	0	0	116.0344203	0
ppt_252215	0	0	0	0	116.0048131	0
ppt_87402	0	0	0	0	116.0080764	0
ppt_214767	0	0	0	0	115.9724805	0
ppt_93849	0	0	0	0	115.9340336	0
ppt_64204	0	0	0	0	115.8669615	0
ppt_257896	0	0	0	0	115.8301862	0
ppt_193582	0	0	0	0	115.8196068	0
ppt_120272	0	0	0	0	115.7659089	0
ppt_141865	0	0	0	0	115.6713388	0
ppt_97468	0	0	0	0	115.6580191	0
ppt_113936	0	0	0	0	115.6100527	0
ppt_215796	0	0	0	0	115.5042239	0
ppt_171427	0	0	0	0	115.4550274	0
ppt_219967	0	0	0	0	115.3222503	0
ppt_162072	0	0	0	0	115.281886	0
ppt_170179	0	0	0	0	115.2779833	0
ppt_60957	0	0	0	0	115.2485125	0
ppt_250688	0	0	0	0	115.2320203	0
ppt_252588	0	0	0	0	115.1886771	0
ppt_66615	0	0	0	0	115.1840119	0
ppt_133842	0	0	0	0	115.18267	0
ppt_126863	0	0	0	0	115.1145116	0
ppt_60334	0	0	0	0	115.0927226	0
ppt_64586	0	0	0	0	115.0090587	0
ppt_169762	0	0	0	0	114.7564835	0
ppt_204392	0	0	0	0	114.6160845	0
ppt_188626	0	0	0	0	114.6033924	0
ppt_127709	0	0	0	0	114.5799359	0
ppt_211547	0	0	0	0	114.5304214	0
ppt_141744	0	0	0	0	114.5174865	0
ppt_81883	0	0	0	0	114.4073534	0
ppt_159584	0	0	0	0	114.2955917	0
ppt_165455	0	0	0	0	114.2586399	0
ppt_196841	0	0	0	0	114.0584777	0
ppt_230002	0	0	0	0	114.0123843	0
ppt_133608	0	0	0	0	113.9810248	0
ppt_253740	0	0	0	0	113.9205955	0
ppt_51988	0	0	0	0	113.8838613	0
ppt_170746	0	0	0	0	113.8355717	0
ppt_70242	0	0	0	0	113.8172019	0
ppt_218310	0	0	0	0	113.7811541	0
ppt_256607	0	0	0	0	113.7188771	0
ppt_194807	0	0	0	0	113.6019866	0
ppt_217532	0	0	0	0	113.5654027	0
